id,k1,k2,k3,score,score_init
4296,949.4736842105262,23.42105263157895,0.21289473684210528,711,1138
2859,1137.3684210526314,7.631578947368421,0.1505263157894737,834,1138
7148,448.4210526315789,27.368421052631582,0.358421052631579,255,1138
4102,72.63157894736841,11.578947368421053,0.21289473684210528,451,1138
7092,698.9473684210526,23.42105263157895,0.358421052631579,633,1138
4856,949.4736842105262,7.631578947368421,0.25447368421052635,867,1138
5557,1012.1052631578947,27.368421052631582,0.2752631578947369,653,1138
2561,10.0,15.526315789473685,0.12973684210526318,432,1138
1042,72.63157894736841,20.789473684210527,0.04657894736842105,371,1138
7396,949.4736842105262,16.842105263157897,0.3792105263157895,658,1138
7422,72.63157894736841,19.473684210526315,0.3792105263157895,488,1138
3795,886.8421052631578,16.842105263157897,0.19210526315789475,798,1138
2331,636.3157894736842,26.05263157894737,0.10894736842105264,371,1138
40,1200.0,6.315789473684211,0.005,4078,1138
515,886.8421052631578,11.578947368421053,0.02578947368421053,1758,1138
4680,1200.0,22.10526315789474,0.2336842105263158,725,1138
4512,698.9473684210526,11.578947368421053,0.2336842105263158,789,1138
7532,698.9473684210526,26.05263157894737,0.3792105263157895,719,1138
5620,1200.0,5.0,0.2960526315789474,862,1138
983,135.26315789473682,16.842105263157897,0.04657894736842105,385,1138
2227,385.7894736842105,19.473684210526315,0.10894736842105264,336,1138
4993,761.578947368421,16.842105263157897,0.25447368421052635,777,1138
4637,1012.1052631578947,19.473684210526315,0.2336842105263158,822,1138
2600,1200.0,16.842105263157897,0.12973684210526318,909,1138
5290,573.6842105263157,10.263157894736842,0.2752631578947369,427,1138
6780,1200.0,28.68421052631579,0.33763157894736845,690,1138
6273,761.578947368421,22.10526315789474,0.3168421052631579,781,1138
627,385.7894736842105,19.473684210526315,0.02578947368421053,479,1138
1476,949.4736842105262,22.10526315789474,0.06736842105263159,961,1138
2762,72.63157894736841,28.68421052631579,0.12973684210526318,443,1138
7088,448.4210526315789,23.42105263157895,0.358421052631579,384,1138
6779,1137.3684210526314,28.68421052631579,0.33763157894736845,620,1138
6138,1074.7368421052631,12.894736842105264,0.3168421052631579,678,1138
991,636.3157894736842,16.842105263157897,0.04657894736842105,491,1138
1027,385.7894736842105,19.473684210526315,0.04657894736842105,391,1138
6479,1137.3684210526314,8.947368421052632,0.33763157894736845,692,1138
3744,197.89473684210526,14.210526315789474,0.19210526315789475,318,1138
5541,10.0,27.368421052631582,0.2752631578947369,457,1138
10,573.6842105263157,5.0,0.005,3991,1138
368,448.4210526315789,28.68421052631579,0.005,3985,1138
4277,1012.1052631578947,22.10526315789474,0.21289473684210528,677,1138
3444,197.89473684210526,20.789473684210527,0.17131578947368423,340,1138
7777,1012.1052631578947,15.526315789473685,0.4,676,1138
449,511.05263157894734,7.631578947368421,0.02578947368421053,1423,1138
